hos_event_id,hos_home,hos_home_id,hos_home_cid,hos_away,hos_away_id,hos_away_cid
665c01a4-5f80-4299-b86c-6396a35a9a94,Alabama A&M Bulldogs,356c2f07-f04f-4bfb-8538-799b557cf778,356c2f07-f04f-4bfb-8538-799b557cf778,Southern Jaguars,0bcf4059-16ff-4e8f-a329-92a997136ee6,0bcf4059-16ff-4e8f-a329-92a997136ee6
a205e310-0b6a-4c58-8aed-ef14f0a7adbb,Southern Utah Thunderbirds,8e4cb61a-0458-42e7-b628-079118b30f87,8e4cb61a-0458-42e7-b628-079118b30f87,Utah Valley Wolverines,70fd1195-7aa6-404d-b0a4-6635be43766e,70fd1195-7aa6-404d-b0a4-6635be43766e
5ce42cc1-0028-4a77-877a-af290d2287b8,Alcorn State Braves,21a92b6f-f08a-4c71-9ae8-b9ef50220288,21a92b6f-f08a-4c71-9ae8-b9ef50220288,Arkansas Pine Bluff Golden Lions,f110bf0c-6e08-4d1c-bc00-1b2a0b2e0987,f110bf0c-6e08-4d1c-bc00-1b2a0b2e0987
a2322f41-f9a9-4688-bc56-045f7b8a11bd,Memphis Tigers,b8031552-c487-4d5f-9a17-4bd8f5a11239,b8031552-c487-4d5f-9a17-4bd8f5a11239,South Florida Bulls,d3ac124f-a61d-4359-b105-a47ab13761df,d3ac124f-a61d-4359-b105-a47ab13761df
cb01953c-e96b-41e5-a678-1b5593c5a73b,New Mexico State Aggies,eb096731-b40a-4a72-bc15-438bfe8e897f,eb096731-b40a-4a72-bc15-438bfe8e897f,Jacksonville State Gamecocks,211dc98a-d2d5-4efc-b7fd-491b5a3dd958,211dc98a-d2d5-4efc-b7fd-491b5a3dd958
f9e5ed7d-0528-4d0d-9d4b-a4a5f1b54a8b,UTEP Miners,47825664-2529-4075-a31c-f3d29363ebf0,47825664-2529-4075-a31c-f3d29363ebf0,Kennesaw State Owls,6c970d8e-4a5f-41e5-872c-f6d27d9f0434,6c970d8e-4a5f-41e5-872c-f6d27d9f0434
6387561d-f266-4ed9-b887-969dfd23d9b7,Cal State Bakersfield Roadrunners,7a93c8b0-fc80-4d7f-a1e2-c03655e8ced8,7a93c8b0-fc80-4d7f-a1e2-c03655e8ced8,Cal State Northridge Matadors,6cfb7635-d491-42c5-b856-544ea7795fa8,6cfb7635-d491-42c5-b856-544ea7795fa8
0ee7a868-db95-4306-8b4e-df7d0f272317,Long Beach State Beach,e8a0117a-4a23-4eba-b5eb-fd8141720c49,e8a0117a-4a23-4eba-b5eb-fd8141720c49,Cal Davis Aggies,33b700aa-ccb2-45b8-af9a-8d6a749035b4,33b700aa-ccb2-45b8-af9a-8d6a749035b4
1e7a92e3-13f5-4ae6-8fae-7fa5fe6d2dcd,California Baptist Lancers,c2a3c86a-aae9-4a49-adc4-a938f086b9b5,c2a3c86a-aae9-4a49-adc4-a938f086b9b5,Abilene Christian Wildcats,936981f2-e9dd-4441-85ff-c160558d77ea,936981f2-e9dd-4441-85ff-c160558d77ea
5b301eae-a012-4835-83b1-5226e7dda5dc,Cal State Fullerton Titans,9b45ce86-bb1d-4818-a599-dd97ca8def50,9b45ce86-bb1d-4818-a599-dd97ca8def50,UC San Diego Tritons,3d2137c1-0fee-4306-b945-7cae9e6875a9,3d2137c1-0fee-4306-b945-7cae9e6875a9
a30ba220-43c2-4f7f-bdaf-ba3cb2780d73,Cal Irvine Anteaters,75a97083-3b4c-4116-a013-5f789a1190b6,75a97083-3b4c-4116-a013-5f789a1190b6,California Polytechnic Mustangs,63a9e0c4-a0f4-4034-889c-0c76cde6b17b,63a9e0c4-a0f4-4034-889c-0c76cde6b17b
